pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
9h39	D	NA	0	B	protein	NA	lysm type receptor kinase	PLANT PROTEIN	07/16/25	Crystal structure of Lotus japonicus CHIP13 extracellular domain in complex with a nanobody	Lama glama; Lotus japonicus	lama glama		lotus japonicus	Gysel, K., Andersen, K.R.	1.66	X-RAY DIFFRACTION	0.225	0.182	False	True	IGHV1	NA	NA	None	None	None	None	None
9iqp	B	NA	0	A	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	07/16/25	Crystal structure of the Wuhan SARS-CoV-2 Spike RBD (319-541) complexed with 1p1B10 nanobody	Camelus bactrianus; Severe acute respiratory syndrome coronavirus 2	camelus bactrianus		severe acute respiratory syndrome coronavirus2 	Sluchanko, N.N., Matyuta, I.O., Dronova, E.A., Favorskaya, I.A., Esmagambetov, I.B., Shcheblyakov, D.V., Logunov, D.Y., Gintsburg, A.L., Popov, V.O., Boyko, K.M.	1.55	X-RAY DIFFRACTION	0.208	0.174	False	True	IGHV1	NA	NA	None	None	None	None	None
9fc2	B	NA	0	A	protein	NA	spike protein s1	ANTIVIRAL PROTEIN	06/11/25	The crystal structure of the SARS-CoV-2 receptor binding domain in complex with the neutralizing nanobody 4.	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Fernandez, L.A., Silva, K.	1.21	X-RAY DIFFRACTION	0.170	0.153	False	True	IGHV1	NA	NA	None	None	None	None	None
9gv4	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/11/25	TBA G-quadruplex binding nanobody (free form)	Lama glama	lama glama			Pevec, M., Hadzi, S.	1.534	X-RAY DIFFRACTION	0.203	0.170	False	True	IGHV1	NA	NA	None	None	None	None	None
9gxh	A	NA	0	D	nucleic-acid	NA	thrombin-binding aptamer (tba)	IMMUNE SYSTEM	06/11/25	Nanobody bound to TBA G-quadruplex	Lama glama; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S., Pevec, M.	1.9	X-RAY DIFFRACTION	0.199	0.154	False	True	IGHV1	NA	NA	None	None	None	None	None
9gxh	B	NA	0	D	nucleic-acid	NA	thrombin-binding aptamer (tba)	IMMUNE SYSTEM	06/11/25	Nanobody bound to TBA G-quadruplex	Lama glama; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Hadzi, S., Pevec, M.	1.9	X-RAY DIFFRACTION	0.199	0.154	False	True	IGHV1	NA	NA	None	None	None	None	None
9ena	B	NA	0	A	protein	NA	glucosylceramidase	HYDROLASE	06/04/25	Lysosomal glucocerebrosidase in complex with a stabilizing nanobody	Homo sapiens; Lama glama	lama glama		homo sapiens	Dal Maso, T., Versees, W.	1.7	X-RAY DIFFRACTION	0.194	0.163	False	True	IGHV1	NA	NA	None	None	None	None	None
9nk9	A	NA	0	B	peptide	NA	ser-phe-glu-asp-phe-trp-lys-gly-glu-asp	IMMUNE SYSTEM	05/28/25	Nano-body peptide complex	Lama glama; SYNTHETIC CONSTRUCT	lama glama		synthetic construct	Zhao, G., Cheloha, R.W., Bewley, C.A.	2.1	X-RAY DIFFRACTION	0.214	0.172	False	True	IGHV1	NA	NA	None	None	None	None	None
9fcm	A	NA	0	E	peptide	NA	spike protein s2'	ANTIVIRAL PROTEIN	05/21/25	Single-domain antibody binding the SARS-COV2 S2	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Vann Molle, I., Remaut, H.	1.94	X-RAY DIFFRACTION	0.247	0.200	False	True	IGHV1	NA	NA	None	None	None	None	None
9fcm	B	NA	0	F	peptide	NA	spike protein s2'	ANTIVIRAL PROTEIN	05/21/25	Single-domain antibody binding the SARS-COV2 S2	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Vann Molle, I., Remaut, H.	1.94	X-RAY DIFFRACTION	0.247	0.200	False	True	IGHV1	NA	NA	None	None	None	None	None
9fcm	C	NA	0	D	peptide	NA	spike protein s2'	ANTIVIRAL PROTEIN	05/21/25	Single-domain antibody binding the SARS-COV2 S2	Lama glama; Severe acute respiratory syndrome coronavirus 2	lama glama		severe acute respiratory syndrome coronavirus2 	Vann Molle, I., Remaut, H.	1.94	X-RAY DIFFRACTION	0.247	0.200	False	True	IGHV1	NA	NA	None	None	None	None	None
9mdz	E	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/21/25	anti-IL23R VHH	Lama glama	lama glama			Kiefer, J.R., Koerber, J.T., Ota, N., Davies, C., Wallweber, H.A.	1.27	X-RAY DIFFRACTION	0.159	0.145	False	True	IGHV3	NA	NA	None	None	None	None	None
9hzj	A	NA	0	B	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	04/23/25	sdAb1 in complex with PfCSP a-TSR domain	Lama glama; Plasmodium falciparum NF54	lama glama		plasmodium falciparum nf54	Sterckx, Y.G.-J., Geens, R.	2.06	X-RAY DIFFRACTION	0.242	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
9hzk	A	NA	0	B	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	04/23/25	sdAb9 in complex with PfCSP aTSR domain	Lama glama; Plasmodium falciparum NF54	lama glama		plasmodium falciparum nf54	Sterckx, Y.G.-J., Geens, R.	2.07	X-RAY DIFFRACTION	0.226	0.184	False	True	IGHV1	NA	NA	None	None	None	None	None
9lds	A	NA	0	B	peptide	NA	spike protein s2'	ANTIVIRAL PROTEIN	04/02/25	Crystal structure of nanobody H145 bound to SARS-CoV-2 spike stem-helix	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Lu, G.W., Guo, L.Y., Lin, S.	1.6	X-RAY DIFFRACTION	0.202	0.191	False	True	IGHV1	NA	NA	None	None	None	None	None
9lds	C	NA	0	D	peptide	NA	spike protein s2'	ANTIVIRAL PROTEIN	04/02/25	Crystal structure of nanobody H145 bound to SARS-CoV-2 spike stem-helix	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Lu, G.W., Guo, L.Y., Lin, S.	1.6	X-RAY DIFFRACTION	0.202	0.191	False	True	IGHV1	NA	NA	None	None	None	None	None
9b0a	A	NA	0	D	peptide	NA	cyclized peptide	IMMUNE SYSTEM	03/26/25	GA10 nanobody bound to 2C7 peptide mimitope of Neisseria gonorrhoeae lipooligosaccharide	synthetic construct; SYNTHETIC CONSTRUCT	synthetic construct		synthetic construct	Williamson, A., Walker, E., Kelton, W., Hicks, J.	1.87	X-RAY DIFFRACTION	0.229	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
9b0a	B	NA	0	C	peptide	NA	cyclized peptide	IMMUNE SYSTEM	03/26/25	GA10 nanobody bound to 2C7 peptide mimitope of Neisseria gonorrhoeae lipooligosaccharide	synthetic construct; SYNTHETIC CONSTRUCT	synthetic construct		synthetic construct	Williamson, A., Walker, E., Kelton, W., Hicks, J.	1.87	X-RAY DIFFRACTION	0.229	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
9egn	B	NA	0	A	peptide	NA	caveolae-associated protein 1	PROTEIN TRANSPORT	02/26/25	Crystal structure of the human Cavin1 HR1 domain bound to nanobody B7	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Collins, B.M., Gao, Y.	1.57	X-RAY DIFFRACTION	0.190	0.173	False	True	IGHV1	NA	NA	None	None	None	None	None
8rby	B	NA	0	A	protein	NA	spike protein s1	ANTIVIRAL PROTEIN	12/11/24	The crystal structure of the SARS-CoV-2 receptor binding domain in complex with the neutralizing nanobody 1.26	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Fernandez, L.A., Silva, K.	1.9	X-RAY DIFFRACTION	0.234	0.187	False	True	IGHV1	NA	NA	None	None	None	None	None
8yvj	A	NA	0	B	protein	NA	toxin a	TOXIN/IMMUNE SYSTEM	12/18/24	Crystal structure of the C. difficile toxin A CROPs domain fragment 2592-2710 bound to H5.2 nanobody	Camelus dromedarius; Clostridioides difficile 342	camelus dromedarius		clostridioides difficile 342	Sluchanko, N.N., Varfolomeeva, L.A., Shcheblyakov, D.V., Belyi, Y.F., Logunov, D.Y., Gintsburg, A.L., Popov, V.O., Boyko, K.M.	1.65	X-RAY DIFFRACTION	0.198	0.149	False	True	IGHV1	NA	NA	None	None	None	None	None
9erw	E	NA	0	B	protein	NA	2',3'-cyclic-nucleotide 3'-phosphodiesterase	PROTEIN BINDING	12/11/24	Mouse CNPase catalytic domain with nanobody 8C	Mus musculus; Vicugna pacos	vicugna pacos		mus musculus	Markusson, S., Raasakka, A., Opazo, F., Kursula, P.	1.73	X-RAY DIFFRACTION	0.215	0.191	False	True	IGHV1	NA	NA	None	None	None	None	None
9etl	D	NA	0	A	protein	NA	2',3'-cyclic-nucleotide 3'-phosphodiesterase	PROTEIN BINDING	12/11/24	Mouse CNPase catalytic domain with nanobody 8D	Mus musculus; Vicugna pacos	vicugna pacos		mus musculus	Schroder, M., Markusson, S., Raasakka, A., Opazo, F., Kursula, P.	1.5	X-RAY DIFFRACTION	0.229	0.179	False	True	IGHV3	NA	NA	None	None	None	None	None
9etl	C	NA	0	B	protein	NA	2',3'-cyclic-nucleotide 3'-phosphodiesterase	PROTEIN BINDING	12/11/24	Mouse CNPase catalytic domain with nanobody 8D	Mus musculus; Vicugna pacos	vicugna pacos		mus musculus	Schroder, M., Markusson, S., Raasakka, A., Opazo, F., Kursula, P.	1.5	X-RAY DIFFRACTION	0.229	0.179	False	True	IGHV3	NA	NA	None	None	None	None	None
8rj7	B	NA	0	A	protein	NA	spike protein s1	ANTIVIRAL PROTEIN	11/27/24	The crystal structure of the SARS-CoV-2 receptor binding domain in complex with the neutralizing nanobody 1.29	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Fernandez, L.A., Silva, K.	2.1	X-RAY DIFFRACTION	0.222	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
8rj7	D	NA	0	C	protein	NA	spike protein s1	ANTIVIRAL PROTEIN	11/27/24	The crystal structure of the SARS-CoV-2 receptor binding domain in complex with the neutralizing nanobody 1.29	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Fernandez, L.A., Silva, K.	2.1	X-RAY DIFFRACTION	0.222	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
8rj7	F	NA	0	E	protein	NA	spike protein s1	ANTIVIRAL PROTEIN	11/27/24	The crystal structure of the SARS-CoV-2 receptor binding domain in complex with the neutralizing nanobody 1.29	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Fernandez, L.A., Silva, K.	2.1	X-RAY DIFFRACTION	0.222	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
8rj7	H	NA	0	G	protein	NA	spike protein s1	ANTIVIRAL PROTEIN	11/27/24	The crystal structure of the SARS-CoV-2 receptor binding domain in complex with the neutralizing nanobody 1.29	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Fernandez, L.A., Silva, K.	2.1	X-RAY DIFFRACTION	0.222	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
8rj7	J	NA	0	I	protein	NA	spike protein s1	ANTIVIRAL PROTEIN	11/27/24	The crystal structure of the SARS-CoV-2 receptor binding domain in complex with the neutralizing nanobody 1.29	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Fernandez, L.A., Silva, K.	2.1	X-RAY DIFFRACTION	0.222	0.181	False	True	IGHV1	NA	NA	None	None	None	None	None
8s79	C	NA	0	B	protein	NA	nod-factor receptor 5	PLANT PROTEIN	11/06/24	Lotus japonicus NFR5 intracellular domain in complex with Nanobody 200	Lama glama; Lotus japonicus	lama glama		lotus japonicus	Hansen, S.B., Gysel, K., Andersen, K.R.	2.29	X-RAY DIFFRACTION	0.231	0.196	False	True	IGHV1	NA	NA	None	None	None	None	None
8s79	D	NA	0	A	protein	NA	nod-factor receptor 5	PLANT PROTEIN	11/06/24	Lotus japonicus NFR5 intracellular domain in complex with Nanobody 200	Lama glama; Lotus japonicus	lama glama		lotus japonicus	Hansen, S.B., Gysel, K., Andersen, K.R.	2.29	X-RAY DIFFRACTION	0.231	0.196	False	True	IGHV1	NA	NA	None	None	None	None	None
9fvb	C	NA	0	A	protein	NA	sialic acid-binding periplasmic protein siap	TRANSPORT PROTEIN	11/06/24	Crystal structure of VcSiaP in complex with a VHH antibody (VHH_VcP#2)	Vibrio cholerae; Vicugna pacos	vicugna pacos		vibrio cholerae	Schneberger, N., Hagelueken, G.	2.05	X-RAY DIFFRACTION	0.257	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
9fvb	H	NA	0	B	protein	NA	sialic acid-binding periplasmic protein siap	TRANSPORT PROTEIN	11/06/24	Crystal structure of VcSiaP in complex with a VHH antibody (VHH_VcP#2)	Vibrio cholerae; Vicugna pacos	vicugna pacos		vibrio cholerae	Schneberger, N., Hagelueken, G.	2.05	X-RAY DIFFRACTION	0.257	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
9fww	B	NA	0	A	protein	NA	natural cytotoxicity triggering receptor 3	IMMUNE SYSTEM	10/30/24	Human NKp30 in complex with a VHH variant	Homo sapiens	homo sapiens		homo sapiens	Musil, D., Freire, F.	1.844	X-RAY DIFFRACTION	0.208	0.199	False	True	IGHV1	NA	NA	None	None	None	None	None
9fxf	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/30/24	VHH variant adression natural cytotoxicity triggering receptor 3	Homo sapiens	homo sapiens			Musil, D., Freire, F.	1.067	X-RAY DIFFRACTION	0.206	0.193	False	True	IGHV1	NA	NA	None	None	None	None	None
8weo	C	NA	0	B	protein	NA	fragilysin	TOXIN/IMMUNE SYSTEM	09/25/24	Bacteroides fragilis toxin in complex with neutralization nanobody	Bacteroides fragilis; Vicugna pacos	vicugna pacos		bacteroides fragilis	Guo, Y., Wen, Y.	1.5	X-RAY DIFFRACTION	0.197	0.171	False	True	IGHV1	NA	NA	None	None	None	None	None
8weo	D	NA	0	A	protein	NA	fragilysin	TOXIN/IMMUNE SYSTEM	09/25/24	Bacteroides fragilis toxin in complex with neutralization nanobody	Bacteroides fragilis; Vicugna pacos	vicugna pacos		bacteroides fragilis	Guo, Y., Wen, Y.	1.5	X-RAY DIFFRACTION	0.197	0.171	False	True	IGHV1	NA	NA	None	None	None	None	None
8w90	A	NA	0	B	protein	NA	t-cell surface glycoprotein cd4	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	09/04/24	crystal structure of CD4-D1D2 with Nb457	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Wang, X.Y., Wang, Y.X.	1.81	X-RAY DIFFRACTION	0.206	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
8w90	C	NA	0	D	protein	NA	t-cell surface glycoprotein cd4	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	09/04/24	crystal structure of CD4-D1D2 with Nb457	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Wang, X.Y., Wang, Y.X.	1.81	X-RAY DIFFRACTION	0.206	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
8w90	E	NA	0	F	protein	NA	t-cell surface glycoprotein cd4	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	09/04/24	crystal structure of CD4-D1D2 with Nb457	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Wang, X.Y., Wang, Y.X.	1.81	X-RAY DIFFRACTION	0.206	0.186	False	True	IGHV1	NA	NA	None	None	None	None	None
8v9w	A	NA	0	A	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	ANTITOXIN	08/07/24	X-ray crystal structure of JGFN4 complexed with fentanyl	Camelidae	camelidae		camelidae	Moller, N., Shi, K., Aihara, H.	1.68	X-RAY DIFFRACTION	0.240	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
8v9w	B	NA	0	B	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	ANTITOXIN	08/07/24	X-ray crystal structure of JGFN4 complexed with fentanyl	Camelidae	camelidae		camelidae	Moller, N., Shi, K., Aihara, H.	1.68	X-RAY DIFFRACTION	0.240	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
8v9w	C	NA	0	C	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	ANTITOXIN	08/07/24	X-ray crystal structure of JGFN4 complexed with fentanyl	Camelidae	camelidae		camelidae	Moller, N., Shi, K., Aihara, H.	1.68	X-RAY DIFFRACTION	0.240	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
8v9w	D	NA	0	D	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	ANTITOXIN	08/07/24	X-ray crystal structure of JGFN4 complexed with fentanyl	Camelidae	camelidae		camelidae	Moller, N., Shi, K., Aihara, H.	1.68	X-RAY DIFFRACTION	0.240	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
8v9x	A	NA	0	A	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	ANTITOXIN	08/07/24	X-ray crystal structure of JGFN4 complex with fentanyl	Camelidae	camelidae		camelidae	Moller, N., Shi, K., Aihara, H.	1.55	X-RAY DIFFRACTION	0.218	0.187	False	True	IGHV1	NA	NA	None	None	None	None	None
8v9y	A	NA	0	NA	NA	NA	NA	ANTITOXIN	08/07/24	X-ray crystal structure of nanobody JGFN4	Camelidae	camelidae			Shi, K., Moller, N., Aihara, H.	1.76	X-RAY DIFFRACTION	0.232	0.191	False	True	IGHV1	NA	NA	None	None	None	None	None
9g13	A	NA	0	B	peptide	NA	isoform tau-f of microtubule-associated protein tau	IMMUNE SYSTEM	01/08/09	VHH H3-2 in complex with Tau C-terminal peptide	Lama glama; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Dupre, E., Landrieu, I., Danis, C., Hanoulle, X., Mortelecque, J.	1.8	X-RAY DIFFRACTION	0.231	0.172	False	True	IGHV3	NA	NA	None	None	None	None	None
9g13	E	NA	0	F	peptide	NA	isoform tau-f of microtubule-associated protein tau	IMMUNE SYSTEM	01/08/09	VHH H3-2 in complex with Tau C-terminal peptide	Lama glama; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Dupre, E., Landrieu, I., Danis, C., Hanoulle, X., Mortelecque, J.	1.8	X-RAY DIFFRACTION	0.231	0.172	False	True	IGHV3	NA	NA	None	None	None	None	None
9g13	C	NA	0	D	peptide	NA	isoform tau-f of microtubule-associated protein tau	IMMUNE SYSTEM	01/08/09	VHH H3-2 in complex with Tau C-terminal peptide	Lama glama; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Dupre, E., Landrieu, I., Danis, C., Hanoulle, X., Mortelecque, J.	1.8	X-RAY DIFFRACTION	0.231	0.172	False	True	IGHV3	NA	NA	None	None	None	None	None
9g13	G	NA	0	H	peptide	NA	isoform tau-f of microtubule-associated protein tau	IMMUNE SYSTEM	01/08/09	VHH H3-2 in complex with Tau C-terminal peptide	Lama glama; SYNTHETIC CONSTRUCT	lama glama		homo sapiens	Dupre, E., Landrieu, I., Danis, C., Hanoulle, X., Mortelecque, J.	1.8	X-RAY DIFFRACTION	0.231	0.172	False	True	IGHV3	NA	NA	None	None	None	None	None
9g7k	C	NA	0	B	protein	NA	endoribonuclease mazf	TOXIN	07/31/24	Staphylococcus aureus MazF in complex with Nanobody 12	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Zorzini, V., Haesaerts, S., Loris, R.	2.08687	X-RAY DIFFRACTION	0.234	0.189	False	True	IGHV3	NA	NA	None	None	None	None	None
9g7k	D	NA	0	A	protein	NA	endoribonuclease mazf	TOXIN	07/31/24	Staphylococcus aureus MazF in complex with Nanobody 12	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Zorzini, V., Haesaerts, S., Loris, R.	2.08687	X-RAY DIFFRACTION	0.234	0.189	False	True	IGHV3	NA	NA	None	None	None	None	None
9g7k	G	NA	0	F	protein	NA	endoribonuclease mazf	TOXIN	07/31/24	Staphylococcus aureus MazF in complex with Nanobody 12	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Zorzini, V., Haesaerts, S., Loris, R.	2.08687	X-RAY DIFFRACTION	0.234	0.189	False	True	IGHV3	NA	NA	None	None	None	None	None
9g7k	H	NA	0	E	protein	NA	endoribonuclease mazf	TOXIN	07/31/24	Staphylococcus aureus MazF in complex with Nanobody 12	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Zorzini, V., Haesaerts, S., Loris, R.	2.08687	X-RAY DIFFRACTION	0.234	0.189	False	True	IGHV3	NA	NA	None	None	None	None	None
9g2g	C	NA	0	A	protein	NA	endoribonuclease mazf	TOXIN	07/24/24	Staphylococcus aureus MazF in complex with nanobody 5	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Prolic-Kalinsek, M., Zorzini, V., Haesaerts, S., Loris, R.	1.80048	X-RAY DIFFRACTION	0.244	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
9g2g	D	NA	0	B	protein	NA	endoribonuclease mazf	TOXIN	07/24/24	Staphylococcus aureus MazF in complex with nanobody 5	Lama glama; Staphylococcus aureus	lama glama		staphylococcus aureus	Prolic-Kalinsek, M., Zorzini, V., Haesaerts, S., Loris, R.	1.80048	X-RAY DIFFRACTION	0.244	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
8k3l	B	NA	0	A	protein	NA	superoxide dismutase [cu-zn]	OXIDOREDUCTASE/IMMUNE SYSTEM	07/17/24	SOD1 and Nanobody3 complex	Camelus dromedarius; Homo sapiens	camelus dromedarius		homo sapiens	Cheng, S., Liu, R., Ding, Y.	2.3	X-RAY DIFFRACTION	0.235	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
8k3l	D	NA	0	C	protein	NA	superoxide dismutase [cu-zn]	OXIDOREDUCTASE/IMMUNE SYSTEM	07/17/24	SOD1 and Nanobody3 complex	Camelus dromedarius; Homo sapiens	camelus dromedarius		homo sapiens	Cheng, S., Liu, R., Ding, Y.	2.3	X-RAY DIFFRACTION	0.235	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
8k3l	F	NA	0	E	protein	NA	superoxide dismutase [cu-zn]	OXIDOREDUCTASE/IMMUNE SYSTEM	07/17/24	SOD1 and Nanobody3 complex	Camelus dromedarius; Homo sapiens	camelus dromedarius		homo sapiens	Cheng, S., Liu, R., Ding, Y.	2.3	X-RAY DIFFRACTION	0.235	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
8k3l	H	NA	0	G	protein	NA	superoxide dismutase [cu-zn]	OXIDOREDUCTASE/IMMUNE SYSTEM	07/17/24	SOD1 and Nanobody3 complex	Camelus dromedarius; Homo sapiens	camelus dromedarius		homo sapiens	Cheng, S., Liu, R., Ding, Y.	2.3	X-RAY DIFFRACTION	0.235	0.195	False	True	IGHV1	NA	NA	None	None	None	None	None
8jza	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/10/24	Crystal structure of single domain antibody kt75 of human Thyroglobulin	Camelus dromedarius	camelus dromedarius			Mistry, H., Kumarasamy, J., Kumari, S., Kulkarni, S.P., Gupta, G.D.	1.35	X-RAY DIFFRACTION	0.174	0.130	False	True	unknown	unknown	unknown	None	None	None	None	None
8vtr	A	NA	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/10/24	Structure of FabS1CE3-EPR-1, an elbow-locked high affinity antibody for the erythropoeitin receptor (orthorhombic form)	Homo sapiens	homo sapiens			Singer, A.U., Bruce, H.A., Pavlenco, A., Ploder, L., Luu, G., Blazer, L., Adams, J.J., Sidhu, S.S.	1.96	X-RAY DIFFRACTION	0.228	0.187	False	True	IGHV3	NA	NA	None	None	None	None	None
